Country Name,Country Code,Series Name,Series Code,2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019]
Latvia,LVA,"Population, male",SP.POP.TOTL.MA.IN,1080560,1066061,1053100,1042643,1031198,1019762,1010084,1001767,991348,975346,955679,938923,928130,919411,912033,906010,899402,893094,887780,883240
Latvia,LVA,"Population, total",SP.POP.TOTL,2367550,2337170,2310173,2287955,2263122,2238799,2218357,2200325,2177322,2141669,2097555,2059709,2034319,2012647,1993782,1977527,1959537,1942248,1927174,1913822
Lebanon,LBN,"Population, female",SP.POP.TOTL.FE.IN,2182925,2216621,2244887,2273541,2308160,2341982,2380573,2425840,2464793,2496213,2517928,2541771,2607796,2858601,3157007,3225226,3167365,3105403,3039172,2967783
Lebanon,LBN,"Population, male",SP.POP.TOTL.MA.IN,2137718,2172579,2201780,2231267,2266637,2301063,2339292,2383768,2422820,2454921,2477872,2503286,2570541,2820251,3117336,3173713,3091255,3003848,2911667,2814124
Lebanon,LBN,"Population, total",SP.POP.TOTL,4320642,4389200,4446666,4504807,4574797,4643044,4719864,4809608,4887613,4951135,4995800,5045056,5178337,5678851,6274342,6398940,6258619,6109252,5950839,5781907
Lesotho,LSO,"Population, female",SP.POP.TOTL.FE.IN,1021176,1021628,1020608,1018296,1014422,1010444,1010320,1013106,1018115,1024847,1030995,1037702,1045364,1054158,1064118,1075264,1087578,1100655,1114109,1127746
Lesotho,LSO,"Population, male",SP.POP.TOTL.MA.IN,977454,977846,976926,974734,970962,966980,966460,970360,976899,984322,991753,999975,1009354,1019780,1031124,1043257,1056294,1069963,1083909,1097956
Lesotho,LSO,"Population, total",SP.POP.TOTL,1998630,1999473,1997534,1993030,1985384,1977424,1976780,1983465,1995014,2009169,2022747,2037677,2054718,2073939,2095242,2118521,2143872,2170617,2198017,2225702
Liberia,LBR,"Population, female",SP.POP.TOTL.FE.IN,1470314,1513734,1553226,1565364,1583860,1655945,1750726,1839348,1914531,1974485,2031229,2111010,2185460,2232393,2277509,2323065,2369046,2413339,2458807,2505847
Liberia,LBR,"Population, male",SP.POP.TOTL.MA.IN,1424909,1467915,1507373,1519808,1538587,1610373,1704671,1793393,1869357,1930581,1988726,2070140,2146280,2194919,2241889,2289264,2337052,2383292,2430584,2479442
Liberia,LBR,"Population, total",SP.POP.TOTL,2895224,2981648,3060599,3085173,3122447,3266318,3455397,3632740,3783887,3905066,4019956,4181150,4331740,4427313,4519398,4612329,4706097,4796631,4889391,4985289
Libya,LBY,"Population, female",SP.POP.TOTL.FE.IN,2441925,2518416,2599295,2684383,2773433,2865160,2940457,3000597,3063814,3127657,3191977,3039860,2881548,2939742,2997221,3046854,3094517,3143706,3193468,3240076
Libya,LBY,"Population, male",SP.POP.TOTL.MA.IN,2712865,2757499,2806031,2858258,2914130,2972825,3032912,3096581,3164557,3232535,3300010,3148271,2988323,3045479,3100543,3145381,3187679,3234556,3284325,3329012
Libya,LBY,"Population, total",SP.POP.TOTL,5154790,5275916,5405326,5542641,5687563,5837986,5973369,6097177,6228370,6360191,6491988,6188132,5869870,5985221,6097764,6192235,6282196,6378261,6477793,6569088
Liechtenstein,LIE,"Population, female",SP.POP.TOTL.FE.IN,16768,16951,17110,17257,17399,17552,17693,17814,17927,18047,18162,18288,18439,18585,18719,18834,18947,19073,19220,19381
Liechtenstein,LIE,"Population, male",SP.POP.TOTL.MA.IN,16258,16424,16583,16743,16901,17052,17197,17335,17473,17628,17764,17901,18066,18220,18378,18521,18663,18816,18961,19102
Liechtenstein,LIE,"Population, total",SP.POP.TOTL,33026,33376,33693,34000,34300,34603,34889,35150,35401,35675,35926,36189,36505,36806,37096,37355,37609,37889,38181,38482
Lithuania,LTU,"Population, female",SP.POP.TOTL.FE.IN,1873378,1860532,1848248,1835671,1817338,1790135,1763904,1745156,1728715,1709854,1673851,1635330,1611883,1593602,1577567,1560016,1537363,1512826,1495079,1487938
Lithuania,LTU,"Population, male",SP.POP.TOTL.MA.IN,1626157,1610286,1594819,1579542,1559736,1532393,1506004,1486138,1469516,1453062,1423431,1392784,1375889,1364087,1354801,1344893,1330868,1315577,1306463,1306199
Lithuania,LTU,"Population, total",SP.POP.TOTL,3499536,3470818,3443067,3415213,3377075,3322528,3269909,3231294,3198231,3162916,3097282,3028115,2987773,2957689,2932367,2904910,2868231,2828403,2801543,2794137
Luxembourg,LUX,"Population, female",SP.POP.TOTL.FE.IN,221082,223861,226149,228646,231519,234862,238501,242111,246266,250499,254780,260020,265765,271532,277710,283954,289781,296716,302297,308156
Luxembourg,LUX,"Population, male",SP.POP.TOTL.MA.IN,215218,217664,220026,222984,226576,230296,234135,237883,242384,247284,252173,258327,265181,271828,278610,285650,292233,299619,305653,311845
Luxembourg,LUX,"Population, total",SP.POP.TOTL,436300,441525,446175,451630,458095,465158,472637,479993,488650,497783,506953,518347,530946,543360,556319,569604,582014,596336,607950,620001
"Macao SAR, China",MAC,"Population, female",SP.POP.TOTL.FE.IN,224355,228346,233941,240653,247425,254246,261164,268205,275313,282541,289940,297195,303856,310177,316594,323145,329873,336822,343986,351296
"Macao SAR, China",MAC,"Population, male",SP.POP.TOTL.MA.IN,207541,210775,215724,221880,228104,234373,240698,247125,253726,260480,267356,273808,278911,283197,287572,292094,296815,301788,307005,312356
"Macao SAR, China",MAC,"Population, total",SP.POP.TOTL,431896,439122,449665,462533,475529,488619,501863,515330,529038,543021,557297,571003,582766,593374,604167,615239,626688,638609,650991,663653
Madagascar,MDG,"Population, female",SP.POP.TOTL.FE.IN,8068707,8313779,8563371,8818285,9080850,9351211,9629821,9917175,10211594,10513195,10820101,11128890,11438460,11750494,12065787,12383941,12710056,13044649,13384012,13728596
Madagascar,MDG,"Population, male",SP.POP.TOTL.MA.IN,8147724,8395887,8648564,8906025,9169924,9440960,9720478,10007782,10302005,10603897,10910952,11219267,11527780,11837579,12150189,12466971,12791885,13124892,13462529,13804538
Madagascar,MDG,"Population, total",SP.POP.TOTL,16216431,16709665,17211934,17724310,18250774,18792171,19350299,19924958,20513599,21117092,21731053,22348158,22966240,23588073,24215976,24850912,25501941,26169542,26846541,27533134
Malawi,MWI,"Population, female",SP.POP.TOTL.FE.IN,5764787,5911060,6065205,6228350,6401576,6585398,6778224,6976891,7178959,7384918,7595842,7811265,8030996,8255436,8485579,8719776,8956544,9197987,9445207,9698995
Malawi,MWI,"Population, male",SP.POP.TOTL.MA.IN,5464600,5587759,5719293,5859615,6009766,6170251,6340083,6518572,6710463,6914014,7122580,7334829,7550255,7769339,7992387,8219165,8449079,8683181,8922676,9168342
Malawi,MWI,"Population, total",SP.POP.TOTL,11229387,11498818,11784498,12087965,12411342,12755648,13118307,13495463,13889423,14298932,14718422,15146094,15581251,16024775,16477966,16938942,17405624,17881167,18367883,18867337
Malaysia,MYS,"Population, female",SP.POP.TOTL.FE.IN,11313791,11581251,11850120,12118281,12385554,12651740,12916424,13179771,13437576,13686532,13925419,14163015,14405218,14646296,14885695,15120922,15354558,15584594,15801948,16009996
Malaysia,MYS,"Population, male",SP.POP.TOTL.MA.IN,11631359,11961265,12292325,12621130,12947693,13271796,13592989,13912833,14226719,14530672,14792312,15021118,15254994,15488512,15720763,15947910,16171861,16391213,16597324,16794024
Malaysia,MYS,"Population, total",SP.POP.TOTL,22945150,23542517,24142445,24739411,25333247,25923536,26509413,27092604,27664296,28217204,28717731,29184133,29660212,30134807,30606459,31068833,31526418,31975806,32399271,32804020
Maldives,MDV,"Population, female",SP.POP.TOTL.FE.IN,136593,138959,141382,143768,146120,148456,150904,153543,156341,159298,162405,165635,168923,172215,177596,185089,192534,199814,206793,212884
Maldives,MDV,"Population, male",SP.POP.TOTL.MA.IN,145914,148364,150901,153458,156014,158562,163497,171583,180542,189739,199169,208805,218617,228512,239142,250493,261719,272628,282965,291624
Maldives,MDV,"Population, total",SP.POP.TOTL,282507,287324,292284,297226,302135,307018,314401,325126,336883,349037,361575,374440,387539,400728,416738,435582,454252,472442,489758,504508
Mali,MLI,"Population, female",SP.POP.TOTL.FE.IN,5568260,5736653,5917677,6109536,6311824,6523607,6742621,6968725,7201073,7438969,7684411,7936902,8171646,8413823,8685277,8963345,9254197,9556879,9865821,10179843
Mali,MLI,"Population, male",SP.POP.TOTL.MA.IN,5670841,5847171,6034984,6232629,6440171,6656944,6880921,7112186,7350044,7593666,7844770,8102832,8343041,8590210,8866537,9149561,9445909,9754475,10068477,10387581
Mali,MLI,"Population, total",SP.POP.TOTL,11239101,11583824,11952660,12342165,12751995,13180551,13623541,14080912,14551117,15032635,15529181,16039734,16514687,17004033,17551814,18112907,18700106,19311355,19934298,20567424
Malta,MLT,"Population, female",SP.POP.TOTL.FE.IN,196289,197793,199287,200646,202059,203432,204278,205066,206399,207859,208618,209074,210374,212608,216022,220217,224158,229157,236050,244207
Malta,MLT,"Population, male",SP.POP.TOTL.MA.IN,193798,195236,196682,197937,199209,200402,201030,201658,202981,204618,205890,207194,209654,213359,218536,224836,231198,238841,248581,259854
Malta,MLT,"Population, total",SP.POP.TOTL,390087,393028,395969,398582,401268,403834,405308,406724,409379,412477,414508,416268,420028,425967,434558,445053,455356,467999,484630,504062
Marshall Islands,MHL,"Population, female",SP.POP.TOTL.FE.IN,26410,26508,26552,26555,26534,26494,26439,26360,26261,26162,26061,25828,25456,25045,24596,24111,23591,23040,22460,21855
Marshall Islands,MHL,"Population, male",SP.POP.TOTL.MA.IN,27814,27906,27945,27939,27902,27843,27769,27678,27555,27431,27355,27143,26746,26308,25823,25299,24738,24146,23529,22874
Marshall Islands,MHL,"Population, total",SP.POP.TOTL,54224,54413,54496,54493,54435,54337,54208,54038,53816,53593,53416,52971,52203,51352,50419,49410,48329,47187,45989,44728
Mauritania,MRT,"Population, female",SP.POP.TOTL.FE.IN,1345099,1379893,1412682,1446195,1480531,1516097,1553092,1591630,1635897,1686890,1741544,1799948,1861624,1917938,1968143,2019734,2072630,2126733,2182110,2238719
Mauritania,MRT,"Population, male",SP.POP.TOTL.MA.IN,1349905,1381929,1409021,1437131,1466045,1496264,1528137,1561878,1597439,1635726,1677917,1724301,1774489,1825021,1875031,1926486,1979261,2033282,2088602,2145130
Mauritania,MRT,"Population, total",SP.POP.TOTL,2695003,2761823,2821703,2883326,2946575,3012360,3081229,3153508,3233336,3322616,3419461,3524249,3636113,3742959,3843174,3946220,4051890,4160015,4270712,4383849
Mauritius,MUS,"Population, female",SP.POP.TOTL.FE.IN,593992,599151,603608,608280,612399,616351,619575,622800,625503,627622,629536,630904,632967,634809,636293,637471,638253,639185,639874,640430
Mauritius,MUS,"Population, male",SP.POP.TOTL.MA.IN,592881,597137,601013,605090,608604,611903,614420,616830,618617,619806,620864,621499,622915,624118,624915,625408,625493,625702,625703,625555
Mauritius,MUS,"Population, total",SP.POP.TOTL,1186873,1196287,1204621,1213370,1221003,1228254,1233996,1239630,1244121,1247429,1250400,1252404,1255882,1258927,1261208,1262879,1263747,1264887,1265577,1265985
Mexico,MEX,"Population, female",SP.POP.TOTL.FE.IN,49973382,50758748,51530724,52296746,53064573,53823103,54557092,55278659,55985191,56685733,57445993,58268408,59081795,59862821,60610526,61325120,62029592,62712641,63328698,63898082
Mexico,MEX,"Population, male",SP.POP.TOTL.MA.IN,47900060,48635540,49386357,50132595,50881240,51619299,52329698,53024314,53699298,54363696,55086407,55882073,56674115,57427865,58145362,58824776,59489629,60126616,60685164,61187228
Mexico,MEX,"Population, total",SP.POP.TOTL,97873442,99394288,100917081,102429341,103945813,105442402,106886790,108302973,109684489,111049428,112532401,114150481,115755909,117290686,118755887,120149897,121519221,122839258,124013861,125085311
"Micronesia, Fed. Sts.",FSM,"Population, female",SP.POP.TOTL.FE.IN,55399,55503,55496,55384,55191,54944,54645,54279,53877,53474,53341,53489,53664,53855,54067,54295,54538,54800,55063,55307
"Micronesia, Fed. Sts.",FSM,"Population, male",SP.POP.TOTL.MA.IN,56309,56446,56495,56421,56246,55995,55656,55253,54828,54393,54246,54398,54568,54755,54957,55166,55388,55630,55865,56072
"Micronesia, Fed. Sts.",FSM,"Population, total",SP.POP.TOTL,111709,111948,111992,111805,111438,110940,110301,109532,108704,107868,107588,107887,108232,108609,109024,109462,109925,110430,110929,111379
Moldova,MDA,"Population, female",SP.POP.TOTL.FE.IN,1539705,1536007,1532293,1527848,1524275,1520473,1515526,1511249,1507520,1504835,1502700,1501362,1500883,1500292,1499077,1487320,1469996,1444805,1419884,1397819
Moldova,MDA,"Population, male",SP.POP.TOTL.MA.IN,1384963,1382129,1379092,1375350,1371748,1368513,1365441,1363050,1361313,1360378,1359655,1359337,1359441,1359267,1358738,1348658,1333190,1310385,1287319,1266405
Moldova,MDA,"Population, total",SP.POP.TOTL,2924668,2918135,2911385,2903198,2896023,2888985,2880967,2874299,2868833,2865213,2862354,2860699,2860324,2859558,2857815,2835978,2803186,2755189,2707203,2664224
Monaco,MCO,"Population, female",SP.POP.TOTL.FE.IN,16674,16652,16617,16576,16532,16479,16407,16305,16320,16589,16971,17341,17703,18055,18393,18718,18884,18886,18887,18890
Monaco,MCO,"Population, male",SP.POP.TOTL.MA.IN,15791,15791,15768,15741,15705,15662,15604,15518,15542,15813,16207,16604,16997,17370,17716,18043,18187,18159,18142,18145
Monaco,MCO,"Population, total",SP.POP.TOTL,32465,32444,32386,32316,32236,32141,32011,31823,31862,32401,33178,33945,34700,35425,36110,36760,37071,37044,37029,37034
Mongolia,MNG,"Population, female",SP.POP.TOTL.FE.IN,1234617,1244391,1254668,1265190,1275713,1286180,1296962,1308854,1322575,1338545,1356147,1377389,1402736,1430076,1459613,1491107,1523921,1557431,1591658,1626335
Mongolia,MNG,"Population, male",SP.POP.TOTL.MA.IN,1216362,1228209,1239950,1251264,1262236,1273074,1284280,1296789,1311312,1328168,1346373,1366548,1389613,1415077,1443209,1473641,1505633,1538598,1572333,1606094
Mongolia,MNG,"Population, total",SP.POP.TOTL,2450979,2472601,2494617,2516454,2537949,2559255,2581242,2605643,2633887,2666713,2702520,2743938,2792349,2845153,2902823,2964749,3029555,3096030,3163991,3232430
Montenegro,MNE,"Population, female",SP.POP.TOTL.FE.IN,311220,312711,314222,315676,316162,316347,316447,316585,316886,317338,317741,318002,318151,318335,318620,318773,318810,318854,318787,318725
Montenegro,MNE,"Population, male",SP.POP.TOTL.MA.IN,293731,294678,295606,296591,297191,297915,298577,299290,300084,300956,301687,302077,302449,302871,303191,303386,303492,303519,303440,303303
Montenegro,MNE,"Population, total",SP.POP.TOTL,604950,607389,609828,612267,613353,614261,615025,615875,616969,618294,619428,620079,620601,621207,621810,622159,622303,622373,622227,622028
Morocco,MAR,"Population, female",SP.POP.TOTL.FE.IN,14275254,14456567,14636269,14810456,14994480,15191659,15385576,15577682,15770522,15965384,16167193,16378020,16594445,16812735,17027786,17235856,17442227,17646668,17840191,18022621
Morocco,MAR,"Population, male",SP.POP.TOTL.MA.IN,14279162,14473530,14665548,14850814,15038644,15240243,15447447,15654951,15864470,16077493,16297672,16525679,16757724,16990792,17220817,17444602,17665036,17881446,18087320,18281786
Morocco,MAR,"Population, total",SP.POP.TOTL,28554415,28930097,29301817,29661270,30033125,30431902,30833022,31232633,31634992,32042877,32464865,32903699,33352169,33803527,34248603,34680458,35107264,35528115,35927511,36304408
Mozambique,MOZ,"Population, female",SP.POP.TOTL.FE.IN,9112588,9348513,9594055,9847572,10107859,10372470,10641439,10919618,11209337,11513202,11837502,12182882,12545887,12925693,13315954,13714918,14135272,14567003,14996993,15433808
Mozambique,MOZ,"Population, male",SP.POP.TOTL.MA.IN,8655917,8872203,9100891,9339183,9586551,9838645,10094544,10360896,10636233,10923458,11236221,11577539,11941725,12326038,12722751,13128327,13561220,14002439,14426886,14851787
Mozambique,MOZ,"Population, total",SP.POP.TOTL,17768505,18220716,18694946,19186754,19694411,20211114,20735982,21280513,21845571,22436660,23073723,23760421,24487611,25251731,26038704,26843246,27696493,28569441,29423878,30285595
Myanmar,MMR,"Population, female",SP.POP.TOTL.FE.IN,22770251,23015840,23255648,23484720,23698591,23897578,24084184,24266155,24402770,24541072,24732646,24939195,25156858,25377710,25595912,25808518,26019857,26225112,26421724,26616900
Myanmar,MMR,"Population, male",SP.POP.TOTL.MA.IN,22768081,22998986,23224582,23439572,23639855,23826893,24004090,24179492,24326716,24474765,24658341,24855326,25061327,25270624,25476524,25675431,25872492,26063229,26244290,26423311
Myanmar,MMR,"Population, total",SP.POP.TOTL,45538332,46014826,46480230,46924293,47338446,47724471,48088274,48445647,48729486,49015836,49390988,49794522,50218185,50648334,51072436,51483949,51892349,52288341,52666014,53040212
Namibia,NAM,"Population, female",SP.POP.TOTL.FE.IN,938437,957602,973840,987380,999590,1011646,1023939,1037023,1051301,1066814,1083287,1100620,1119086,1138564,1158729,1179466,1200715,1222272,1243822,1265266
Namibia,NAM,"Population, male",SP.POP.TOTL.MA.IN,880704,898800,914685,928045,939816,951218,962619,974469,987250,1001105,1015983,1031720,1048383,1065946,1084272,1103238,1122637,1142262,1161859,1181378
Namibia,NAM,"Population, total",SP.POP.TOTL,1819141,1856402,1888525,1915425,1939406,1962865,1986558,2011492,2038552,2067919,2099271,2132340,2167470,2204510,2243001,2282704,2323352,2364534,2405680,2446644
Nauru,NRU,"Population, female",SP.POP.TOTL.FE.IN,5023,5013,5011,5016,5019,5020,5022,5019,5016,5016,5020,5035,5111,5237,5360,5479,5604,5729,5849,5955
Nauru,NRU,"Population, male",SP.POP.TOTL.MA.IN,5354,5349,5340,5329,5316,5298,5272,5247,5228,5217,5221,5247,5333,5457,5580,5706,5832,5953,6074,6177
Nauru,NRU,"Population, total",SP.POP.TOTL,10377,10363,10351,10344,10335,10318,10294,10267,10243,10233,10241,10283,10444,10694,10940,11185,11437,11682,11924,12132
Nepal,NPL,"Population, female",SP.POP.TOTL.FE.IN,12161850,12380071,12593963,12802557,13001504,13186397,13353440,13505086,13645445,13776271,13901487,14016343,14118638,14216663,14323121,14447479,14601718,14777629,14952540,15128288
Nepal,NPL,"Population, male",SP.POP.TOTL.MA.IN,12397651,12576001,12738215,12880352,13002461,13098713,13165531,13208569,13236099,13250671,13260079,13250056,13212056,13164892,13138985,13162846,13259469,13405797,13554172,13704208
Nepal,NPL,"Population, total",SP.POP.TOTL,24559500,24956071,25332178,25682908,26003965,26285110,26518971,26713655,26881544,27026941,27161567,27266399,27330694,27381555,27462106,27610325,27861186,28183426,28506712,28832496
Netherlands,NLD,"Population, female",SP.POP.TOTL.FE.IN,8047967,8107759,8158484,8196208,8224500,8243829,8256980,8274968,8306815,8348729,8390687,8427926,8456472,8478636,8506166,8540483,8582315,8629295,8676043,8729744
Netherlands,NLD,"Population, male",SP.POP.TOTL.MA.IN,7877546,7938421,7990446,8029094,8057280,8076039,8089121,8106729,8138778,8181658,8224707,8265148,8298490,8325795,8358842,8399441,8447999,8502002,8555582,8615129
Netherlands,NLD,"Population, total",SP.POP.TOTL,15925513,16046180,16148929,16225302,16281779,16319868,16346101,16381696,16445593,16530388,16615394,16693074,16754962,16804432,16865008,16939923,17030314,17131296,17231624,17344874
New Caledonia,NCL,"Population, female",SP.POP.TOTL.FE.IN,105093,107302,109544,111599,113456,115116,116661,118301,119942,121484,123442,125859,128304,130750,133089,134000,134622,135158,135581,135859
New Caledonia,NCL,"Population, male",SP.POP.TOTL.MA.IN,108137,110022,111946,113696,115295,117133,119089,120949,122807,124466,126309,128491,130696,132901,134962,135460,135598,135652,135589,135381
New Caledonia,NCL,"Population, total",SP.POP.TOTL,213230,217324,221490,225296,228750,232250,235750,239250,242750,245950,249750,254350,259000,263650,268050,269460,270220,270810,271170,271240
New Zealand,NZL,"Population, female",SP.POP.TOTL.FE.IN,1963891,1976957,2011935,2052127,2083673,2108780,2136095,2157193,2176078,2198070,2222924,2240361,2252797,2268940,2304264,2348652,2399067,2446947,2486439,2517499
New Zealand,NZL,"Population, male",SP.POP.TOTL.MA.IN,1893809,1903542,1936564,1975073,2003827,2025120,2048505,2066607,2083721,2104531,2127776,2143639,2155304,2173160,2212236,2260747,2315033,2366653,2414161,2461701
New Zealand,NZL,"Population, total",SP.POP.TOTL,3857700,3880500,3948500,4027200,4087500,4133900,4184600,4223800,4259800,4302600,4350700,4384000,4408100,4442100,4516500,4609400,4714100,4813600,4900600,4979200
Nicaragua,NIC,"Population, female",SP.POP.TOTL.FE.IN,2594751,2630858,2665376,2698853,2731919,2767177,2805314,2844711,2885445,2927499,2970655,3014669,3059293,3104267,3149486,3194985,3240784,3286867,3333171,3379591
Nicaragua,NIC,"Population, male",SP.POP.TOTL.MA.IN,2528472,2561907,2593630,2624209,2654303,2687501,2724497,2762742,2802298,2843140,2885079,2927885,2971314,3015111,3059189,3103613,3148451,3193665,3239062,3284332
Nicaragua,NIC,"Population, total",SP.POP.TOTL,5123222,5192764,5259006,5323062,5386223,5454678,5529811,5607453,5687744,5770639,5855734,5942553,6030607,6119379,6208676,6298598,6389235,6480532,6572233,6663924
Niger,NER,"Population, female",SP.POP.TOTL.FE.IN,5768657,5967421,6174051,6389847,6616601,6854818,7103832,7364222,7636788,7921750,8219898,8530903,8859465,9201607,9553826,9925014,10315083,10716126,11128131,11553632
Niger,NER,"Population, male",SP.POP.TOTL.MA.IN,5854008,6064010,6282467,6510942,6750283,7000404,7261337,7533650,7818388,8116165,8427645,8752209,9094942,9451592,9818188,10203110,10606660,11021796,11448927,11889761
Niger,NER,"Population, total",SP.POP.TOTL,11622665,12031430,12456517,12900790,13366885,13855221,14365168,14897873,15455175,16037915,16647543,17283112,17954407,18653199,19372014,20128124,20921743,21737922,22577058,23443393
Nigeria,NGA,"Population, female",SP.POP.TOTL.FE.IN,61103614,62731941,64424240,66172940,67971753,69820038,71718561,73673124,75683500,77749737,79886397,82099103,84362132,86645192,88929439,91192351,93474951,95832952,98222504,100623652
Nigeria,NGA,"Population, male",SP.POP.TOTL.MA.IN,61748370,63420738,65158785,66946860,68785095,70670683,72611203,74620905,76699005,78846020,81066457,83364643,85713800,88080932,90449577,92803434,95191980,97662955,100165119,102680839
Nigeria,NGA,"Population, total",SP.POP.TOTL,122851984,126152678,129583026,133119801,136756848,140490722,144329764,148294028,152382506,156595758,160952853,165463745,170075932,174726123,179379016,183995785,188666931,193495907,198387623,203304492
North Macedonia,MKD,"Population, female",SP.POP.TOTL.FE.IN,1006416,1013819,1008305,1011993,1015172,1017633,1019659,1021632,1023544,1025676,1028115,1030140,1031596,1033301,1035259,1036836,1038171,1039359,1040371,1040755
North Macedonia,MKD,"Population, male",SP.POP.TOTL.MA.IN,1019933,1021064,1011852,1014780,1017372,1019222,1020570,1021926,1023354,1024995,1026890,1028400,1029448,1030732,1032212,1033390,1034319,1035143,1035846,1035939
North Macedonia,MKD,"Population, total",SP.POP.TOTL,2026350,2034882,2020157,2026773,2032544,2036855,2040228,2043559,2046898,2050671,2055004,2058539,2061044,2064032,2067471,2070226,2072490,2074502,2076217,2076694
Northern Mariana Islands,MNP,"Population, female",SP.POP.TOTL.FE.IN,42127,41471,39980,38389,36719,34982,33200,31397,29582,27779,25980,25000,24835,24646,24430,24189,23933,23669,23401,23127
Northern Mariana Islands,MNP,"Population, male",SP.POP.TOTL.MA.IN,38212,38008,37181,36233,35179,34044,32859,31652,30450,29278,28107,27520,27523,27494,27427,27325,27200,27059,26903,26731
Northern Mariana Islands,MNP,"Population, total",SP.POP.TOTL,80338,79479,77162,74623,71898,69025,66060,63050,60032,57056,54087,52520,52359,52141,51856,51514,51133,50729,50304,49858
Norway,NOR,"Population, female",SP.POP.TOTL.FE.IN,2266735,2277129,2289135,2302268,2315347,2330273,2346806,2366424,2390855,2417843,2445466,2473240,2501197,2528233,2554202,2577286,2598214,2618212,2635181,2652054
Norway,NOR,"Population, male",SP.POP.TOTL.MA.IN,2224232,2236622,2249024,2262587,2276562,2293018,2313871,2342728,2377357,2410883,2443786,2479849,2517376,2551391,2583030,2611322,2636304,2658756,2676735,2695841
Norway,NOR,"Population, total",SP.POP.TOTL,4490967,4513751,4538159,4564855,4591910,4623291,4660677,4709153,4768212,4828726,4889252,4953088,5018573,5079623,5137232,5188607,5234519,5276968,5311916,5347896
Oman,OMN,"Population, female",SP.POP.TOTL.FE.IN,1000486,1018552,1035964,1052555,1067698,1081633,1095207,1108636,1122237,1136436,1173012,1233305,1295419,1357118,1417894,1477375,1531734,1580938,1629789,1678067
Oman,OMN,"Population, male",SP.POP.TOTL.MA.IN,1343767,1356102,1367695,1379044,1401157,1433559,1465443,1497064,1528791,1561101,1708903,1973564,2240160,2459562,2591374,2714401,2866336,2960916,2971367,2924701
Oman,OMN,"Population, total",SP.POP.TOTL,2344253,2374653,2403659,2431600,2468855,2515192,2560649,2605700,2651028,2697537,2881914,3206870,3535579,3816680,4009267,4191776,4398070,4541854,4601157,4602768
Pakistan,PAK,"Population, female",SP.POP.TOTL.FE.IN,74623871,77005059,78984415,80749416,82599094,84430090,86259841,88180519,90186327,92290019,94467014,96555715,98373877,99958919,101436628,102985590,104630327,106376569,108293156,110278237
Pakistan,PAK,"Population, male",SP.POP.TOTL.MA.IN,79746052,82212668,84278393,86127265,88049526,89942008,91810143,93744001,95745628,97833204,99987484,102047023,103831984,105378643,106815000,107983708,108894512,110003086,111438323,113015042
Pakistan,PAK,"Population, total",SP.POP.TOTL,154369924,159217727,163262807,166876680,170648620,174372098,178069984,181924521,185931955,190123222,194454498,198602738,202205861,205337562,208251628,210969298,213524840,216379655,219731479,223293280
Palau,PLW,"Population, female",SP.POP.TOTL.FE.IN,8959,9024,9066,9113,9164,9165,9095,9008,8912,8813,8710,8602,8496,8416,8353,8339,8384,8427,8476,8537
Palau,PLW,"Population, male",SP.POP.TOTL.MA.IN,10767,10804,10784,10767,10744,10666,10523,10358,10190,10013,9830,9637,9450,9389,9443,9454,9431,9409,9389,9379
Palau,PLW,"Population, total",SP.POP.TOTL,19726,19828,19851,19880,19907,19831,19619,19366,19102,18826,18540,18240,17946,17805,17796,17794,17816,17837,17864,17916
Panama,PAN,"Population, female",SP.POP.TOTL.FE.IN,1493614,1523390,1553486,1583902,1614867,1646282,1677823,1709605,1741781,1774222,1806799,1839763,1873251,1906929,1940824,1975219,2010059,2045156,2080041,2114030
Panama,PAN,"Population, male",SP.POP.TOTL.MA.IN,1508117,1537633,1567505,1597706,1628444,1659586,1690750,1722008,1753495,1785120,1816819,1848911,1881611,1914627,1947968,1981879,2016278,2050907,2085213,2118501
Panama,PAN,"Population, total",SP.POP.TOTL,3001731,3061024,3120990,3181608,3243311,3305868,3368573,3431614,3495276,3559343,3623617,3688674,3754862,3821556,3888793,3957099,4026336,4096063,4165255,4232532
Papua New Guinea,PNG,"Population, female",SP.POP.TOTL.FE.IN,2631423,2724370,2818074,2913907,3011670,3111127,3212224,3314819,3419577,3526604,3635383,3744221,3852159,3960092,4068046,4176197,4284284,4391815,4498858,4605722
Papua New Guinea,PNG,"Population, male",SP.POP.TOTL.MA.IN,2876874,2974119,3074522,3177073,3281496,3387691,3495994,3606247,3718410,3832285,3947886,4062416,4174386,4285535,4396106,4505977,4614885,4722981,4830369,4936763
Papua New Guinea,PNG,"Population, total",SP.POP.TOTL,5508297,5698489,5892596,6090980,6293166,6498818,6708217,6921066,7137988,7358890,7583269,7806637,8026545,8245627,8464153,8682174,8899169,9114796,9329227,9542486
