Country Name,Country Code,Series Name,Series Code,2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019]
Trinidad and Tobago,TTO,"Population, total",SP.POP.TOTL,1332203,1338567,1345964,1353548,1361172,1369075,1376919,1384861,1392803,1401191,1410296,1420020,1430377,1440729,1450661,1460177,1469330,1478607,1504709,1519955
Tunisia,TUN,"Population, female",SP.POP.TOTL.FE.IN,4932858,4987785,5041762,5095996,5150557,5203104,5253882,5305565,5358773,5414120,5472893,5543870,5617270,5684301,5752827,5821555,5890057,5957666,6023338,6086590
Tunisia,TUN,"Population, male",SP.POP.TOTL.MA.IN,4960458,5007338,5052798,5097802,5141667,5185241,5229676,5274830,5321608,5370385,5422169,5488657,5557114,5615984,5676121,5736224,5795610,5853778,5909703,5962724
Tunisia,TUN,"Population, total",SP.POP.TOTL,9893316,9995123,10094561,10193798,10292225,10388344,10483558,10580395,10680380,10784504,10895063,11032528,11174383,11300284,11428948,11557779,11685667,11811443,11933041,12049314
Turkiye,TUR,"Population, female",SP.POP.TOTL.FE.IN,31867550,32347670,32807631,33249782,33711804,34174902,34626495,34908674,35358365,35854904,36408685,36952354,37432245,37921200,38440841,38962439,39497319,40020312,40572768,41164975
Turkiye,TUR,"Population, male",SP.POP.TOTL.MA.IN,32245997,32724349,33181031,33617545,34073271,34529813,34974838,35249438,35693313,36184302,36733465,37271275,37743582,38226425,38741044,39256041,39780643,40292386,40834436,41414465
Turkiye,TUR,"Population, total",SP.POP.TOTL,64113547,65072018,65988663,66867327,67785075,68704715,69601333,70158112,71051678,72039206,73142150,74223629,75175827,76147624,77181884,78218479,79277962,80312698,81407204,82579440
Turkmenistan,TKM,"Population, female",SP.POP.TOTL.FE.IN,2319309,2352143,2383903,2413772,2444135,2477064,2511099,2546448,2583794,2623822,2666836,2712698,2760957,2810945,2861936,2913195,2963818,3013322,3061479,3108189
Turkmenistan,TKM,"Population, male",SP.POP.TOTL.MA.IN,2249823,2282951,2315065,2345215,2375657,2408711,2442930,2478447,2516289,2557135,2601133,2648113,2697724,2749149,2801215,2853236,2904744,2955061,3003587,3050231
Turkmenistan,TKM,"Population, total",SP.POP.TOTL,4569132,4635094,4698968,4758988,4819792,4885775,4954029,5024894,5100083,5180957,5267970,5360811,5458682,5560095,5663152,5766431,5868561,5968383,6065066,6158420
Turks and Caicos Islands,TCA,"Population, female",SP.POP.TOTL.FE.IN,9134,9537,10039,10611,11177,11746,12316,12886,13463,14046,14627,15181,15819,16575,17267,18046,18906,19707,20535,21341
Turks and Caicos Islands,TCA,"Population, male",SP.POP.TOTL.MA.IN,9610,10041,10559,11129,11691,12249,12812,13382,13959,14534,15098,15635,16262,17020,17718,18491,19341,20137,20953,21739
Turks and Caicos Islands,TCA,"Population, total",SP.POP.TOTL,18744,19578,20598,21739,22869,23995,25128,26268,27422,28581,29726,30816,32081,33594,34985,36538,38246,39844,41487,43080
Tuvalu,TUV,"Population, female",SP.POP.TOTL.FE.IN,4869,4845,4822,4835,4878,4922,4965,5006,5045,5093,5146,5202,5260,5280,5272,5261,5244,5230,5252,5301
Tuvalu,TUV,"Population, male",SP.POP.TOTL.MA.IN,4769,4777,4787,4833,4914,4991,5066,5143,5227,5314,5404,5498,5595,5638,5627,5617,5609,5598,5613,5654
Tuvalu,TUV,"Population, total",SP.POP.TOTL,9638,9621,9609,9668,9791,9912,10030,10149,10272,10408,10550,10700,10854,10918,10899,10877,10852,10828,10865,10956
Uganda,UGA,"Population, female",SP.POP.TOTL.FE.IN,12269915,12644368,13037567,13443274,13837865,14236112,14647855,15074658,15512657,15962058,16424860,16899880,17387117,17886355,18416102,18983798,19617063,20303726,20994287,21707475
Uganda,UGA,"Population, male",SP.POP.TOTL.MA.IN,11750782,12118958,12507523,12911462,13308219,13710476,14125371,14555146,14997204,15450462,15916868,16395857,16886179,17387215,17920438,18493558,19131236,19823359,20521108,21241606
Uganda,UGA,"Population, total",SP.POP.TOTL,24020697,24763325,25545090,26354736,27146084,27946588,28773227,29629804,30509862,31412520,32341728,33295738,34273295,35273570,36336539,37477356,38748299,40127085,41515395,42949080
Ukraine,UKR,"Population, female",SP.POP.TOTL.FE.IN,26402974,26143936,25912812,25714014,25531650,25361812,25204855,25065410,24938391,24827572,24720003,24619417,24540714,24465742,24331203,24252850,24163867,24063444,23945847,23824417
Ukraine,UKR,"Population, male",SP.POP.TOTL.MA.IN,22773527,22518464,22289659,22098936,21919976,21743359,21582931,21443946,21319797,21225759,21150737,21086669,21052629,21023906,20940952,20901186,20840806,20767691,20676671,20561786
Ukraine,UKR,"Population, total",SP.POP.TOTL,49176500,48662400,48202470,47812949,47451626,47105171,46787786,46509355,46258189,46053331,45870741,45706086,45593342,45489648,45272155,45154036,45004673,44831135,44622518,44386203
United Arab Emirates,ARE,"Population, female",SP.POP.TOTL.FE.IN,1037745,1090383,1143337,1196457,1249569,1325578,1470867,1691536,1943966,2174433,2306780,2364604,2420594,2475122,2528177,2579445,2628601,2675811,2721838,2767844
United Arab Emirates,ARE,"Population, male",SP.POP.TOTL.MA.IN,2237588,2363814,2490318,2616985,2743771,2955416,3428088,4181088,5044718,5818211,6174991,6210600,6244376,6276725,6307775,6337454,6365662,6392484,6418331,6443813
United Arab Emirates,ARE,"Population, total",SP.POP.TOTL,3275333,3454198,3633655,3813443,3993339,4280993,4898954,5872624,6988685,7992644,8481771,8575205,8664969,8751847,8835951,8916899,8994263,9068296,9140169,9211657
United Kingdom,GBR,"Population, female",SP.POP.TOTL.FE.IN,30197282,30296779,30406325,30526615,30678379,30867389,31072904,31293296,31516343,31732553,31960504,32189405,32390769,32584323,32802913,33041408,33270675,33477363,33662065,33835792
United Kingdom,GBR,"Population, male",SP.POP.TOTL.MA.IN,28695232,28822894,28964154,29120962,29309526,29533818,29773916,30029168,30290652,30543717,30805860,31069406,31309446,31543950,31799385,32074811,32340918,32581496,32798279,33000535
United Kingdom,GBR,"Population, total",SP.POP.TOTL,58892514,59119673,59370479,59647577,59987905,60401206,60846820,61322463,61806995,62276270,62766365,63258810,63700215,64128273,64602298,65116219,65611593,66058859,66460344,66836327
United States,USA,"Population, female",SP.POP.TOTL.FE.IN,143251716,144625822,145972802,147242226,148594732,149946323,151383683,152829130,154289840,155660194,156968302,158043988,159064447,160034189,161084758,162158414,163224028,164151818,164926348,165599805
United States,USA,"Population, male",SP.POP.TOTL.MA.IN,138910694,140343133,141652391,142865707,144210567,145570277,146996229,148402076,149804127,151111335,152358841,153539494,154813215,156025758,157301571,158580581,159847727,160970309,161911851,162730147
United States,USA,"Population, total",SP.POP.TOTL,282162411,284968955,287625193,290107933,292805298,295516599,298379912,301231207,304093966,306771529,309327143,311583481,313877662,316059947,318386329,320738994,323071755,325122128,326838199,328329953
Uruguay,URY,"Population, female",SP.POP.TOTL.FE.IN,1697283,1703369,1707985,1711718,1715206,1718045,1720550,1723823,1727547,1731478,1735600,1739923,1744447,1749192,1754081,1759187,1764048,1767547,1769223,1769262
Uruguay,URY,"Population, male",SP.POP.TOTL.MA.IN,1594941,1597570,1598457,1598485,1598595,1599620,1601733,1604827,1608578,1612678,1617051,1621715,1626686,1631988,1637581,1643631,1649718,1654653,1657819,1659147
Uruguay,URY,"Population, total",SP.POP.TOTL,3292224,3300939,3306441,3310202,3313801,3317665,3322282,3328651,3336126,3344156,3352651,3361637,3371133,3381180,3391662,3402818,3413766,3422200,3427042,3428409
Uzbekistan,UZB,"Population, female",SP.POP.TOTL.FE.IN,12321034,12484420,12643062,12795643,12948519,13102791,13264039,13453551,13669723,13899688,14294052,14678761,14892274,15123261,15377752,15645110,15916811,16186297,16470365,16783206
Uzbekistan,UZB,"Population, male",SP.POP.TOTL.MA.IN,12329367,12480030,12628787,12772007,12915830,13064209,13224211,13414449,13633078,13867711,14268347,14660638,14882226,15119939,15379949,15653791,15931090,16202303,16485735,16797144
Uzbekistan,UZB,"Population, total",SP.POP.TOTL,24650400,24964450,25271850,25567650,25864350,26167000,26488250,26868000,27302800,27767400,28562400,29339400,29774500,30243200,30757700,31298900,31847900,32388600,32956100,33580350
Vanuatu,VUT,"Population, female",SP.POP.TOTL.FE.IN,94242,96774,99363,101971,104599,107257,109949,112704,115554,118481,121424,124400,127469,130637,133885,137185,140606,144135,147683,151256
Vanuatu,VUT,"Population, male",SP.POP.TOTL.MA.IN,97832,100260,102763,105288,107823,110376,112974,115641,118398,121208,124029,126894,129845,132896,136042,139253,142613,146105,149615,153149
Vanuatu,VUT,"Population, total",SP.POP.TOTL,192074,197034,202125,207258,212422,217632,222923,228345,233952,239689,245453,251294,257313,263534,269927,276438,283218,290239,297298,304404
"Venezuela, RB",VEN,"Population, female",SP.POP.TOTL.FE.IN,12185778,12416404,12646261,12876104,13103406,13329254,13551989,13770877,13984235,14190951,14393135,14591553,14786972,14978971,15164502,15341129,15457477,15379664,15021517,14605811
"Venezuela, RB",VEN,"Population, male",SP.POP.TOTL.MA.IN,12241951,12463799,12684667,12905924,13123521,13339531,13550091,13754221,13949599,14136940,14321888,14504605,14683454,14859050,15028756,15188587,15283987,15183770,14804135,14365872
"Venezuela, RB",VEN,"Population, total",SP.POP.TOTL,24427729,24880203,25330929,25782029,26226927,26668785,27102081,27525097,27933833,28327892,28715022,29096159,29470426,29838021,30193258,30529716,30741464,30563433,29825653,28971683
Viet Nam,VNM,"Population, female",SP.POP.TOTL.FE.IN,40349076,40739120,41131420,41527860,41924749,42317983,42699789,43082251,43478136,43906522,44362702,44823899,45291192,45764918,46239694,46709887,47171586,47620370,48058062,48488283
Viet Nam,VNM,"Population, male",SP.POP.TOTL.MA.IN,38652066,39078656,39510889,39947965,40386478,40824111,41252012,41680018,42119105,42576401,43048310,43525217,44010133,44502820,44995810,45481510,45954943,46412679,46856269,47288433
Viet Nam,VNM,"Population, total",SP.POP.TOTL,79001142,79817777,80642308,81475825,82311227,83142095,83951800,84762269,85597241,86482923,87411012,88349117,89301326,90267739,91235504,92191398,93126529,94033048,94914330,95776716
Virgin Islands (U.S.),VIR,"Population, female",SP.POP.TOTL.FE.IN,56755,56744,56692,56652,56593,56555,56492,56467,56507,56549,56560,56548,56537,56512,56498,56504,56516,56522,56512,56473
Virgin Islands (U.S.),VIR,"Population, male",SP.POP.TOTL.MA.IN,51887,51805,51818,51854,51874,51898,51877,51869,51890,51855,51796,51741,51650,51529,51384,51208,50999,50759,50489,50196
Virgin Islands (U.S.),VIR,"Population, total",SP.POP.TOTL,108642,108549,108509,108505,108466,108453,108369,108337,108397,108404,108357,108290,108188,108041,107882,107712,107516,107281,107001,106669
West Bank and Gaza,PSE,"Population, female",SP.POP.TOTL.FE.IN,1450409,1489250,1530053,1572199,1615402,1659247,1703735,1749079,1798811,1848287,1897763,1947103,1996554,2045758,2095174,2144431,2193382,2236936,2293162,2350358
West Bank and Gaza,PSE,"Population, male",SP.POP.TOTL.MA.IN,1471744,1508534,1545319,1582770,1621224,1661149,1702599,1745418,1793167,1840812,1888398,1935884,1983444,2030950,2078224,2125660,2173706,2217868,2275925,2334948
West Bank and Gaza,PSE,"Population, total",SP.POP.TOTL,2922153,2997784,3075373,3154969,3236626,3320396,3406334,3494496,3591977,3689099,3786161,3882986,3979998,4076708,4173398,4270092,4367088,4454805,4569087,4685306
"Yemen, Rep.",YEM,"Population, female",SP.POP.TOTL.FE.IN,9237162,9488026,9739899,9997157,10262472,10548931,10864747,11195418,11531790,11874775,12224951,12583615,12950282,13323201,13700388,14077389,14453847,14831892,15211556,15593113
"Yemen, Rep.",YEM,"Population, male",SP.POP.TOTL.MA.IN,9391539,9655431,9920754,10191642,10470934,10771739,11101550,11446120,11797215,12154813,12518994,12891995,13273109,13660800,14052916,14439156,14820156,15202496,15578957,15953578
"Yemen, Rep.",YEM,"Population, total",SP.POP.TOTL,18628700,19143457,19660653,20188799,20733406,21320671,21966298,22641538,23329004,24029589,24743946,25475610,26223391,26984002,27753304,28516545,29274002,30034389,30790513,31546691
Zambia,ZMB,"Population, female",SP.POP.TOTL.FE.IN,5128364,5276383,5431354,5593084,5764425,5947650,6144175,6351748,6569350,6794701,7026189,7260708,7499172,7743342,7993413,8247891,8507289,8772120,9041177,9314079
Zambia,ZMB,"Population, male",SP.POP.TOTL.MA.IN,4762771,4915581,5076940,5244889,5423615,5617219,5827393,6050324,6283615,6523386,6765898,7005106,7245485,7491633,7744381,8000338,8260471,8525934,8794716,9066397
Zambia,ZMB,"Population, total",SP.POP.TOTL,9891136,10191964,10508294,10837973,11188040,11564870,11971567,12402073,12852966,13318087,13792086,14265814,14744658,15234976,15737793,16248230,16767761,17298054,17835893,18380477
Zimbabwe,ZWE,"Population, female",SP.POP.TOTL.FE.IN,6213071,6257972,6300516,6353380,6405855,6450827,6511613,6578079,6638373,6714016,6805605,6911674,7041528,7192279,7347527,7502101,7656047,7810471,7966181,8122618
Zimbabwe,ZWE,"Population, male",SP.POP.TOTL.MA.IN,5621605,5653006,5684128,5722449,5755027,5773926,5818877,5872489,5911975,5965793,6034165,6114111,6223803,6363142,6508226,6652836,6796658,6940631,7086002,7231989
Zimbabwe,ZWE,"Population, total",SP.POP.TOTL,11834676,11910978,11984644,12075828,12160881,12224753,12330490,12450568,12550347,12679810,12839771,13025785,13265331,13555422,13855753,14154937,14452704,14751101,15052184,15354608
